Drug,Pathway,DetailedPathway,Impact,MIC,Induction,Rep1,Rep2
Colistin,Cell membrane,Phospholipids,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/25MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/5MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/2MIC.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-0125X_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-0125X_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-1X_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-1X_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-0125X_S50_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-0125X_S37_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-1X_S54_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-1X_S43_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-0125X-1mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-0125X-1mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-1X-1mM_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-1X-1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-0125X-1mM_S56_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-0125X-1mM_S39_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-1X-1mM_S59_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-1X-1mM_S42_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-0125X-2mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-0125X-2mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-1X-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-1X-2mM_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-0125X-2mM_S51_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-0125X-2mM_S36_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-1X-2mM_S53_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-1X-2mM_S47_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_pH7.5,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep1-0125X_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep2-0125X_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_pH7.5,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep1-1X_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep2-1X_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_pH7.5,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep1-0125X-1mM_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep2-0125X-1mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_pH7.5,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep1-1X-1mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep2-1X-1mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_pH7.5,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep1-0125X-2mM_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep2-0125X-2mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_pH7.5,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep1-1X-2mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_pH7.5/controlLB7-5pHrep2-1X-2mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep1-0125X_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep2-0125X_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep1-1X_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep2-1X_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep1-0125X_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep2-0125X_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep1-1X_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep2-1X_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep1-0125X-1mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep2-0125X-1mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep1-1X-1mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep2-1X-1mM_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep1-0125X-1mM_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep2-0125X-1mM_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep1-1X-1mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep2-1X-1mM_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep1-0125X-2mM_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep2-0125X-2mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep1-1X-2mM_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/controlLBandEtOHrep2-1X-2mM_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep1-0125X-2mM_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep2-0125X-2mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLBEtOH,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep1-1X-2mM_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLBEtOH/control-RPTLBandEtOHrep2-1X-2mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-25MIC_S32_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-25MIC_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-2MIC_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-2MIC_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-5MIC_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-5MIC_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-MIC_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-MIC_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-25MIC1mM_S30_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-25MIC1mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-2MIC1mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-2MIC1mM_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-5MIC1mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-5MIC1mM_S33_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-MIC1mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-MIC1mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-25MIC-2mM_S33_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-25MIC-2mM_S35_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
