Drug,Pathway,DetailedPathway,Impact,MIC,Induction,Rep1,Rep2
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-2MIC-2mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-2MIC-2mM_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-5MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-5MIC-2mM_S34_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep1/COUrep1-MIC-2mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Coumermycin/COUrep2/COUrep2-MIC-2mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep2/combined/25MIC.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep2/combined/5MIC.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep2/combined/MIC.insert_site_plot.gz
Coumermycin,DNA supercoiling,DNA gyrase B,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Coumermycin-COUrep2/combined/2MIC.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-25MIC_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-25MIC_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-2MIC_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-2MIC_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-5MIC_S25_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-5MIC_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-MIC_S33_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-MIC_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-25MIC1mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-25MIC1mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-2MIC1mM_S32_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-2MIC1mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-5MIC1mM_S24_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-5MIC1mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-MIC1mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-MIC1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-25MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-25MIC-2mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-2MIC-2mM_S34_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-2MIC-2mM_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-5MIC-2mM_S23_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-5MIC-2mM_S32_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep1/FOSFOrep1-MIC-2mM_S31_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Fosfomycin/FOSFOrep2/FOSFOrep2-MIC-2mM_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep2/combined/25MIC.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep2/combined/5MIC.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep2/combined/MIC.insert_site_plot.gz
Fosfomycin,Cell wall,MurA,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Fosfomycin-FOSFOrep2/combined/2MIC.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep2/combined/25MIC.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep2/combined/5MIC.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep2/combined/MIC.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Gentamicin-GENTArep2/combined/2MIC.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-25MIC_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-25MIC_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-2MIC_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-2MIC_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-5MIC_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-5MIC_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-MIC_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-MIC_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-25MIC1mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-25MIC1mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-2MIC1mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-2MIC1mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-5MIC1mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-5MIC1mM_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-MIC1mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-MIC1mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-25MIC-2mM_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-25MIC-2mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-2MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-2MIC-2mM_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-5MIC-2mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-5MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Gentamicin,Ribosome,30S subunit,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep1/GENTArep1-MIC-2mM_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Gentamicin/GENTArep2/GENTArep2-MIC-2mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-25MIC_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-25MIC_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-2MIC_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-2MIC_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-5MIC_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-5MIC_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-MIC_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-MIC_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-25MIC1mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-25MIC1mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-2MIC1mM_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-2MIC1mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-5MIC1mM_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-5MIC1mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
