Drug,Pathway,DetailedPathway,Impact,MIC,Induction,Rep1,Rep2
Meropenem,Cell wall,PBP,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-MIC1mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-MIC1mM_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-25MIC-2mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-25MIC-2mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-2MIC-2mM_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-2MIC-2mM_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-5MIC-2mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-5MIC-2mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep1/MEMrep1-MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Meropenem/MEMrep2/MEMrep2-MIC-2mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep2/combined/25MIC.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep2/combined/5MIC.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep2/combined/MIC.insert_site_plot.gz
Meropenem,Cell wall,PBP,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Meropenem-MEMrep2/combined/2MIC.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-25MIC_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-25MIC_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-2MIC_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-2MIC_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-5MIC_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-5MIC_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-MIC_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-MIC_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-25MIC1mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-25MIC1mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-2MIC1mM_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-2MIC1mM_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-5MIC1mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-5MIC1mM_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-MIC1mM_S60_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-MIC1mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-25MIC-2mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-25MIC-2mM_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-2MIC-2mM_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-2MIC-2mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-5MIC-2mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-5MIC-2mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep1/Piperacillinrep1-MIC-2mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Piperacillin/PIPERACILLINrep2/Piperacillinrep2-MIC-2mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep2/combined/25MIC.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep2/combined/5MIC.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep2/combined/MIC.insert_site_plot.gz
Piperacillin,Cell wall,PBP,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Piperacillin-PIPERACILLINrep2/combined/2MIC.insert_site_plot.gz
Sulfamethoxazole,,,,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-25MIC_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-25MIC_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-2MIC_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-2MIC_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-5MIC_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-5MIC_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-MIC_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-MIC_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-25MIC1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-25MIC1mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-2MIC1mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-2MIC1mM_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-5MIC1mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-5MIC1mM_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-MIC1mM_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-MIC1mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-25MIC-2mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-25MIC-2mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-2MIC-2mM_S61_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-2MIC-2mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-5MIC-2mM_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-5MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep1/SULFAMETHOXAZOLErep1-MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Sulfamethoxazole/SXTrep2/SULFAMETHOXAZOLErep2-MIC-2mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Sulfamethoxazole,,,,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep2/combined/25MIC.insert_site_plot.gz
Sulfamethoxazole,,,,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep2/combined/5MIC.insert_site_plot.gz
Sulfamethoxazole,,,,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep2/combined/MIC.insert_site_plot.gz
Sulfamethoxazole,,,,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Sulfamethoxazole-SXTrep2/combined/2MIC.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-25MIC_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-25MIC_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-2MIC_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-2MIC_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-5MIC_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-5MIC_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-MIC_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-MIC_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
