Drug,Pathway,DetailedPathway,Impact,MIC,Induction,Rep1,Rep2
Tigecycline,Ribosome,30S subunit,Static,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-25MIC1mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-25MIC1mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-2MIC1mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-2MIC1mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-5MIC1mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-5MIC1mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-MIC1mM_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-MIC1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-25MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-25MIC-2mM_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-2MIC-2mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-2MIC-2mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-5MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-5MIC-2mM_S58_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep1/TIGECYCLINErep1-MIC-2mM_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Tigecycline/TIGECYCLINErep2/TIGECYCLINErep2-MIC-2mM_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep2/combined/25MIC.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep2/combined/5MIC.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep2/combined/MIC.insert_site_plot.gz
Tigecycline,Ribosome,30S subunit,Static,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Tigecycline-TIGECYCLINErep2/combined/2MIC.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighconcentrationrep2/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighConcentrationrep1/combined/25MIC.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighConcentrationrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighconcentrationrep2/combined/5MIC.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighconcentrationrep2/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighConcentrationrep1/combined/MIC.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighconcentrationrep2/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/TriclosanHighConcentration-TRICLOSANhighConcentrationrep1/combined/2MIC.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-25MIC_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-25MIC_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-2MIC_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-2MIC_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-5MIC_S48_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-5MIC_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-MIC_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-MIC_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-25MIC1mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-25MIC1mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-2MIC1mM_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-2MIC1mM_S41_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-5MIC1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-5MIC1mM_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-MIC1mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-MIC1mM_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-25MIC-2mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-25MIC-2mM_S55_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-2MIC-2mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-2MIC-2mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-5MIC-2mM_S57_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-5MIC-2mM_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Triclosan,Fatty acid biosynthesis,FabI,Static,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighConcentrationrep1/TRICLOSANhighconcrep1-MIC-2mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/TriclosanHighConcentration/TRICLOSANhighconcentrationrep2/TRICLOSANhighconcrep2-MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP0-25MIC.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2--25MIC_S2_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP0-5MIC_S12_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-0-5MIC_S8_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP2MIC_S4_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-2MIC_S14_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMPMIC_S1_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-MIC_S16_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP0-25MIC1mM.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2--25MIC1mM_S4_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP0-5MIC1mM_S10_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-0-5MIC1mM_S5_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP2MIC1mM_S3_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-2MIC1mM_S18_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMPMIC1mM_S18_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-MIC1mM_S13_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP0-25MIC-2mM.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2--25MIC-2mM_S9_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP0-5MIC-2mM_S9_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-0-5MIC-2mM_S7_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMP2MIC-2mM_S7_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-2MIC-2mM_S17_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep1/TMPMIC-2mM_S17_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Trimethoprim/TMPrep2/TMPrep2-MIC-2mM_S15_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Trimethoprim,,,,0.25,pool,missing,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep2/combined/25MIC.insert_site_plot.gz
Trimethoprim,,,,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep2/combined/5MIC.insert_site_plot.gz
Trimethoprim,,,,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep2/combined/MIC.insert_site_plot.gz
Trimethoprim,,,,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Trimethoprim-TMPrep2/combined/2MIC.insert_site_plot.gz